glasses,eyesight,sleep_wkdy,sleep_wknd,id,nsibs,samp,race_eth,sex,region,income,res_1980,res_2002,age_bir
0,1,5,7,3,3,5,3,2,1,22390,11,11,19
1,2,6,7,6,1,1,3,1,1,35000,3,11,30
0,2,7,9,8,7,6,3,2,1,7227,11,11,17
1,3,6,7,16,3,5,3,2,1,48000,11,11,31
0,3,10,10,18,2,1,3,1,3,4510,11,11,19
1,2,7,8,20,2,5,3,2,1,50000,3,11,30
0,1,8,8,27,1,5,3,2,1,20000,11,11,27
1,1,8,8,49,6,5,3,2,1,23900,11,11,24
1,2,7,8,57,1,5,3,2,1,23289,11,11,21
0,1,8,8,67,1,1,3,1,1,35000,3,11,36
0,3,8,8,86,7,7,2,2,1,1688,11,19,17
1,5,7,7,96,2,6,3,2,1,3000,11,11,19
1,1,7,8,97,7,5,3,2,1,8000,11,11,29
0,1,7,7,98,2,6,3,2,1,6618,11,11,30
0,1,8,8,117,2,1,3,1,1,52300,6,11,26
0,1,7,7,137,4,5,3,2,1,40000,3,11,26
0,3,7,4,172,9,6,3,2,1,3162,11,11,35
1,2,8,8,179,2,5,3,2,1,10000,11,11,22
1,3,8,8,186,2,5,3,2,1,30000,3,11,31
1,3,8,9,200,2,5,3,2,1,25200,11,11,24
0,4,7,7,205,4,8,1,2,1,11960,11,11,21
1,2,6,10,218,2,1,3,1,1,15000,11,11,31
0,2,8,8,227,4,7,2,2,1,5184,11,11,17
0,5,7,7,237,4,5,3,2,3,5710,11,11,23
0,1,8,8,242,2,5,3,2,1,7236,11,11,27
0,1,7,7,243,3,1,3,1,1,12600,11,11,26
1,2,7,8,244,4,5,3,2,1,7910,11,11,18
0,4,7,7,247,4,2,3,1,1,6000,3,11,27
0,1,6,10,250,1,5,3,2,1,10600,11,11,24
1,2,6,6,256,2,5,3,2,1,18000,11,11,18
0,2,6,6,259,2,1,3,1,1,19700,11,11,21
1,3,6,6,274,6,2,3,1,1,5800,16,11,19
1,2,7,7,281,3,1,3,1,1,25000,3,11,34
0,2,7,7,290,11,8,1,2,1,17900,11,11,19
1,3,8,8,297,2,5,3,2,1,16705,11,11,21
1,2,7,7,317,2,1,3,1,1,29000,3,11,33
0,2,6,10,333,5,7,2,2,1,10600,11,11,23
0,4,6,6,335,7,7,2,2,1,800,11,11,32
0,3,6,5,337,2,3,2,1,1,5000,1,11,20
0,3,3,3,343,5,7,2,2,1,11400,11,11,19
1,2,6,7,354,4,5,3,2,1,21975,11,11,32
0,1,7,8,357,3,1,3,1,1,25000,11,11,35
1,1,7,8,369,1,5,3,2,1,46000,3,11,32
0,1,5,5,377,5,3,2,1,1,5400,11,19,23
1,4,6,9,382,5,7,2,2,1,7065,11,11,16
0,1,6,8,392,3,1,3,1,1,29000,11,11,27
0,1,5,5,398,3,3,2,1,1,5300,11,11,21
1,1,7,8,400,2,5,3,2,1,25500,3,11,28
1,3,7,9,409,6,2,3,1,1,3617,11,11,25
0,1,6,6,410,5,1,3,1,1,16000,11,11,23
1,2,7,7,422,2,1,3,1,2,63000,3,11,28
1,1,6,7,423,2,5,3,2,1,70000,3,11,34
0,1,5,7,437,5,5,3,2,1,19260,11,11,23
0,3,7,7,442,1,5,3,2,1,14750,11,11,18
0,2,7,7,443,1,1,3,1,1,10000,11,11,25
1,1,8,8,444,1,5,3,2,1,40000,3,11,28
0,1,7,8,457,2,1,3,1,1,35500,11,11,32
1,1,7,8,458,0,5,3,2,1,40000,3,11,31
0,2,7,7,466,2,1,3,1,1,10025,11,11,23
1,1,8,8,481,2,1,3,1,2,30000,3,11,30
1,1,7,8,482,2,1,3,1,2,50000,3,11,29
0,2,7,7,503,2,5,3,2,2,30000,11,11,19
1,3,5,7,513,4,3,2,1,2,8204,3,11,28
1,2,6,5,550,2,5,3,2,2,22300,11,11,21
1,2,7,7,552,7,5,3,2,2,35000,3,11,24
0,1,6,6,553,7,1,3,1,2,35000,3,11,34
0,1,4,3,555,4,1,3,1,2,13000,11,11,21
1,1,7,8,557,3,5,3,2,2,37000,11,11,28
1,1,8,8,582,2,5,3,2,2,7000,11,11,27
1,2,5,7,583,1,1,3,1,2,8850,11,11,36
1,1,6,6,619,5,5,3,2,2,15170,11,11,17
0,1,7,8,620,3,3,2,1,2,18000,11,11,24
1,1,7,7,625,10,3,2,1,2,13000,11,11,14
0,3,6,9,631,12,1,3,1,2,6060,11,11,19
1,2,6,6,632,5,5,3,2,2,8060,11,11,17
0,1,5,8,644,2,1,3,1,2,6400,11,11,34
0,1,7,8,647,1,1,3,1,2,40000,11,11,22
1,3,6,7,649,2,1,3,1,2,6400,11,11,28
0,2,6,7,653,0,1,3,1,2,20000,3,11,43
1,2,6,8,664,4,5,3,2,2,52000,3,11,28
0,3,4,6,692,2,5,3,2,2,20000,11,11,19
1,1,7,7,704,4,5,3,2,2,16000,11,11,22
1,1,7,8,706,6,6,3,2,2,27000,11,11,19
1,1,8,8,708,6,6,3,2,2,2946,11,6,20
1,4,6,7,712,5,5,3,2,2,50000,11,11,24
0,2,6,8,720,4,5,3,2,2,23700,11,11,19
0,3,7,8,731,3,1,3,1,2,10000,11,11,23
1,1,8,8,739,6,5,3,2,2,15355,11,11,19
0,1,7,8,742,1,1,3,1,2,2400,3,11,34
1,1,8,8,752,2,6,3,2,2,4250,11,11,32
1,2,6,6,753,6,3,2,1,2,9000,11,11,16
1,1,5,6,755,6,8,1,2,2,11000,11,11,17
1,1,5,5,761,5,5,3,2,2,3150,16,11,20
1,2,5,7,775,4,5,3,2,2,7240,11,11,26
1,1,7,7,792,4,5,3,2,2,25000,11,11,22
1,1,4,4,801,5,5,3,2,2,20000,11,11,21
1,1,7,8,812,1,5,3,2,2,21000,3,11,25
0,1,7,8,820,1,5,3,2,2,30000,3,11,36
1,2,7,7,825,2,1,3,1,2,40000,3,11,29
1,4,5,8,836,5,8,1,2,2,744,11,11,18
1,3,5,8,848,4,5,3,2,2,14000,11,19,20
1,2,7,7,855,6,5,3,2,2,20000,11,11,24
1,1,6,8,856,6,5,3,2,3,25000,11,11,22
1,1,8,8,862,1,5,3,2,2,10700,11,11,19
0,2,6,7,881,6,1,3,1,2,40000,3,11,28
0,1,7,7,888,3,1,3,1,2,12250,11,11,21
0,4,9,8,889,2,5,3,2,2,12600,11,11,21
1,2,7,7,890,4,1,3,1,2,40000,3,11,26
0,2,8,8,891,4,1,3,1,2,4452,11,11,24
1,2,8,8,896,3,5,3,2,2,25000,3,11,26
1,1,7,9,914,10,8,1,2,2,37000,11,11,30
1,1,7,7,916,2,1,3,1,2,70000,3,11,27
0,4,8,8,919,3,1,3,1,2,17000,11,11,20
1,1,7,7,924,2,1,3,1,2,29000,3,11,30
1,3,6,6,931,5,1,3,1,2,11670,11,6,20
1,2,5,10,932,5,5,3,2,2,11601,11,11,18
0,1,7,8,947,9,1,3,1,2,17000,11,11,26
0,1,7,7,960,3,1,3,1,2,75001,3,11,30
1,2,7,7,984,7,2,3,1,2,9400,11,11,34
0,2,7,8,985,6,2,3,1,2,35000,11,11,29
0,1,7,8,992,6,5,3,2,2,17000,11,11,18
1,2,7,10,995,4,5,3,2,2,19900,11,11,13
0,1,6,6,1000,4,3,2,1,2,7760,1,11,20
0,3,7,9,1009,4,6,3,2,2,19600,11,11,19
0,2,5,7,1034,8,7,2,2,2,4080,11,11,15
1,2,8,8,1039,3,5,3,2,2,16200,11,11,28
0,3,8,8,1050,3,5,3,2,2,10000,3,11,41
0,3,7,8,1056,2,5,3,2,2,10205,11,11,20
1,3,6,9,1059,7,3,2,1,2,11000,11,11,21
0,1,7,7,1060,6,1,3,1,2,24000,11,11,30
0,3,8,9,1063,8,5,3,2,2,1963,11,11,17
0,3,8,9,1065,3,5,3,2,2,7200,11,11,26
0,3,6,7,1068,5,3,2,1,2,3500,11,11,19
0,4,6,6,1070,5,7,2,2,2,3230,11,11,16
0,4,8,8,1077,7,6,3,2,3,16132,11,11,16
1,3,6,6,1079,5,7,2,2,3,14000,11,11,19
1,1,7,10,1088,2,5,3,2,3,30000,3,11,27
0,1,7,8,1101,0,8,1,2,3,23000,11,11,28
0,1,6,6,1102,1,1,3,1,3,40000,11,11,44
1,3,8,8,1111,6,5,3,2,3,15765,11,11,19
1,3,6,7,1122,2,4,1,1,3,9350,11,11,20
1,2,7,9,1142,4,4,1,1,3,60000,6,11,27
1,4,5,5,1163,2,6,3,2,3,100,11,11,21
1,3,5,6,1166,0,7,2,2,3,16000,11,11,22
0,1,9,9,1169,3,1,3,1,3,10000,11,11,29
0,1,7,7,1185,2,1,3,1,3,30000,3,11,30
0,1,5,8,1189,5,7,2,2,3,10238,11,11,16
0,2,6,8,1199,2,6,3,2,3,11096,11,11,19
1,3,7,7,1212,6,7,2,2,3,1050,11,11,16
1,3,6,6,1225,6,5,3,2,3,26928,11,11,16
0,3,6,6,1226,2,6,3,2,3,0,11,11,15
0,3,8,7,1227,7,7,2,2,2,5000,11,11,16
1,3,4,4,1233,3,5,3,2,3,18000,11,11,20
1,2,6,7,1238,7,5,3,2,3,8642,11,11,20
1,1,4,7,1249,3,1,3,1,3,12475,11,11,21
0,2,8,8,1250,4,5,3,2,3,12475,11,11,22
1,3,8,10,1261,2,5,3,2,3,5400,11,11,31
0,3,6,8,1272,2,1,3,1,3,22000,11,11,29
1,4,7,7,1288,9,3,2,1,3,4800,3,11,19
0,3,8,10,1291,1,3,2,1,3,10232,5,11,16
1,1,6,7,1293,4,7,2,2,3,40700,3,11,15
0,1,7,8,1311,4,1,3,1,3,17000,11,11,32
1,3,7,8,1312,3,5,3,2,3,16000,16,11,20
1,1,6,6,1327,3,5,3,2,3,21800,11,11,25
0,3,3,3,1342,4,1,3,1,3,10000,11,5,20
1,1,6,7,1347,6,5,3,2,3,18000,3,11,45
1,1,6,6,1352,2,5,3,2,3,23180,11,11,22
0,1,6,6,1359,2,5,3,2,3,6000,11,11,29
1,1,7,8,1360,4,5,3,2,3,6000,11,11,31
1,1,7,7,1368,7,1,3,1,3,75001,3,19,28
1,2,7,7,1393,3,2,3,1,3,12030,11,11,21
0,1,6,6,1394,4,6,3,2,3,12030,11,11,19
1,3,7,8,1411,3,5,3,2,3,8300,11,11,22
0,1,6,6,1413,6,4,1,1,3,3000,11,11,23
1,1,5,5,1415,10,8,1,2,3,5000,11,11,17
1,1,8,8,1451,8,8,1,2,3,129,11,11,16
1,1,3,3,1455,7,5,3,2,3,16000,11,11,16
1,1,5,5,1465,4,5,3,2,3,17112,14,11,20
1,4,7,9,1469,3,5,3,2,3,11137,11,11,17
1,2,7,9,1470,3,5,3,2,3,0,11,11,17
1,3,9,9,1474,3,5,3,2,3,10300,11,11,23
1,3,6,7,1479,2,1,3,1,3,60000,11,11,32
0,1,7,7,1481,3,3,2,1,4,5342,11,11,22
0,2,7,7,1484,1,7,2,2,3,7044,11,11,19
1,2,5,5,1520,6,3,2,1,3,10070,11,11,25
1,2,4,4,1524,3,7,2,2,3,7000,11,11,18
0,1,6,8,1527,6,3,2,1,3,8200,11,11,17
0,2,9,9,1539,3,6,3,2,4,2500,11,11,25
0,1,8,8,1541,4,5,3,2,4,24800,2,11,22
0,2,6,8,1546,3,6,3,2,4,800,11,11,21
0,3,8,8,1547,5,1,3,1,4,13000,16,6,18
1,3,7,7,1548,1,5,3,2,4,5172,16,11,16
1,1,7,7,1551,1,5,3,2,4,28009,11,11,22
1,2,8,8,1552,3,5,3,2,4,23000,11,11,20
0,1,9,9,1553,4,5,3,2,4,18012,11,11,28
1,2,8,8,1554,4,1,3,1,3,29900,11,11,22
1,1,6,7,1566,2,5,3,2,4,19916,11,11,19
1,1,7,7,1569,4,1,3,1,4,25000,16,11,28
1,1,5,5,1575,5,1,3,1,4,29000,11,11,23
1,2,8,8,1577,4,1,3,1,4,29000,11,11,30
1,3,6,6,1587,1,5,3,2,4,30000,3,11,25
1,2,6,6,1593,2,5,3,2,4,22595,11,11,25
1,3,5,5,1596,7,6,3,2,4,2670,11,11,18
1,4,8,8,1599,1,5,3,2,4,11962,11,11,24
1,3,7,7,1600,6,6,3,2,2,5435,11,5,16
0,2,6,6,1603,5,1,3,1,4,16889,3,11,29
1,3,7,8,1605,5,5,3,2,4,12586,11,11,24
1,1,7,8,1609,4,5,3,2,4,9600,11,11,18
0,2,7,7,1610,3,5,3,2,4,6920,11,11,18
1,1,7,7,1616,4,5,3,2,4,15000,11,11,21
1,1,6,7,1617,1,5,3,2,4,20000,11,11,22
1,2,8,8,1622,2,1,3,1,4,23000,11,11,31
1,1,7,9,1623,1,5,3,2,4,50000,11,11,26
1,1,8,9,1638,4,5,3,2,4,16500,11,11,20
1,1,6,8,1640,6,5,3,2,4,6085,11,11,27
1,1,6,8,1641,4,4,1,1,4,11000,11,11,23
1,3,6,6,1656,6,5,3,2,4,60000,11,11,26
0,4,6,7,1674,4,5,3,2,4,24000,11,11,18
0,1,7,7,1685,6,7,2,2,4,7032,11,11,42
1,3,7,7,1714,3,7,2,2,4,200,15,6,35
0,3,7,7,1729,3,8,1,2,4,9700,11,11,16
1,2,6,8,1730,4,5,3,2,4,14000,11,11,32
0,2,7,9,1735,4,5,3,2,4,20000,3,11,27
1,3,7,8,1740,3,5,3,2,4,40000,11,11,40
1,3,7,7,1746,5,1,3,1,4,3715,11,11,37
0,2,8,8,1747,1,5,3,2,4,1124,11,11,21
0,2,6,6,1766,2,5,3,2,4,4022,11,11,23
1,3,6,8,1770,13,5,3,2,4,19000,11,11,19
0,2,7,7,1778,3,5,3,2,4,12312,11,11,19
0,2,6,8,1785,4,5,3,2,4,6000,11,11,18
1,2,6,8,1795,1,5,3,2,4,18700,11,11,19
1,2,7,9,1804,1,5,3,2,4,40000,3,11,26
1,1,7,7,1808,2,5,3,2,4,3840,11,11,23
0,2,6,7,1824,4,8,1,2,4,20300,11,11,17
0,1,7,7,1833,9,8,1,2,4,7800,11,11,17
1,1,8,10,1847,3,8,1,2,4,7000,11,11,19
1,2,8,8,1855,3,1,3,1,4,25000,11,11,47
0,1,5,6,1862,9,5,3,2,1,5000,11,11,20
1,4,8,8,1865,2,5,3,2,1,3700,11,11,24
0,2,6,6,1872,3,1,3,1,1,23496,11,11,24
1,2,6,8,1875,1,1,3,1,1,22000,3,11,31
1,3,7,7,1878,4,5,3,2,1,17530,11,11,19
1,2,5,7,1880,2,5,3,2,1,27000,3,11,28
1,3,6,7,1885,2,5,3,2,1,40000,11,11,32
0,2,7,7,1901,4,1,3,1,1,60000,11,11,22
0,2,8,8,1906,1,5,3,2,3,35000,3,11,38
0,2,8,8,1910,1,1,3,1,1,25000,11,11,31
1,1,7,7,1912,6,5,3,2,1,25000,11,11,27
1,1,6,8,1914,2,1,3,1,1,37000,6,11,29
0,3,7,8,1918,2,1,3,1,1,22000,3,11,29
1,1,7,7,1930,1,1,3,1,1,20000,3,11,29
1,1,7,7,1947,1,5,3,2,1,13000,11,11,18
1,1,8,9,1954,2,5,3,2,1,34000,3,11,23
1,2,6,6,1961,5,1,3,1,1,15320,11,11,22
1,1,7,7,1962,3,5,3,2,1,15320,11,11,21
0,2,8,8,1965,5,5,3,2,1,5000,11,11,18
1,2,6,6,1966,3,1,3,1,1,15000,1,11,29
0,2,8,8,1980,3,5,3,2,2,12262,11,11,25
0,2,5,5,1984,1,1,3,1,2,6000,6,11,33
1,1,7,7,1990,5,5,3,2,2,22540,11,11,24
0,3,7,8,1994,1,5,3,2,2,9929,11,11,20
0,3,6,6,2002,6,5,3,2,2,1292,11,11,16
1,3,8,9,2003,6,5,3,2,2,10000,16,11,27
1,2,4,4,2025,2,1,3,1,2,6000,11,11,22
1,2,7,7,2027,7,5,3,2,2,6958,11,11,21
0,2,8,8,2030,4,6,3,2,2,7478,11,11,41
1,1,6,7,2055,3,1,3,1,2,31000,11,11,22
0,1,7,7,2056,2,1,3,1,2,15000,3,11,28
1,2,8,8,2064,5,5,3,2,2,4000,11,11,25
0,2,7,7,2070,3,5,3,2,2,30000,11,11,25
1,2,6,8,2073,5,5,3,2,2,20000,11,11,30
1,2,6,7,2075,6,1,3,1,2,9900,11,11,23
0,2,6,7,2076,8,5,3,2,2,18200,11,11,22
0,1,6,7,2083,1,5,3,2,2,20000,11,11,30
1,1,6,7,2093,4,1,3,1,2,14280,11,11,17
1,2,5,5,2094,5,5,3,2,2,1144,11,11,17
0,1,8,8,2097,4,1,3,1,2,17000,11,11,29
1,1,6,6,2100,3,1,3,1,2,30000,11,11,25
1,3,7,7,2101,3,1,3,1,2,11630,11,11,28
1,2,7,8,2102,2,5,3,2,2,14700,11,11,17
1,1,5,5,2104,1,5,3,2,2,20000,11,11,23
1,2,5,5,2119,9,6,3,2,3,7929,11,11,18
1,2,6,6,2126,4,6,3,2,3,4500,11,11,34
1,3,5,4,2131,3,5,3,2,3,18000,11,11,22
0,2,7,7,2158,3,5,3,2,3,15100,11,6,18
1,3,7,10,2159,2,3,2,1,3,7200,11,11,34
0,2,7,8,2163,0,1,3,1,3,25000,11,11,21
1,1,4,4,2168,2,1,3,1,3,35000,11,11,37
0,1,7,7,2190,3,5,3,2,3,17000,11,11,22
1,1,7,7,2191,1,1,3,1,3,12045,11,11,33
1,1,5,5,2196,5,5,3,2,3,12725,11,11,18
0,3,7,9,2203,2,5,3,2,3,25000,11,11,27
1,3,7,10,2221,7,6,3,2,3,13010,11,11,19
0,3,5,7,2222,2,1,3,1,3,14000,11,11,37
1,2,7,8,2227,1,1,3,1,3,21000,11,11,28
0,3,5,8,2231,1,1,3,1,3,8010,1,11,23
0,1,5,7,2237,2,5,3,2,3,35000,3,11,26
0,1,8,8,2247,4,5,3,2,3,7800,11,11,32
0,3,6,4,2281,1,5,3,2,3,12701,11,11,20
0,2,8,8,2313,5,5,3,2,3,9900,11,11,19
1,1,7,8,2314,1,1,3,1,3,9800,11,11,21
1,3,5,6,2317,7,5,3,2,3,10300,11,11,26
0,2,10,10,2318,5,1,3,1,3,11000,11,11,18
1,3,5,5,2329,3,1,3,1,3,15000,11,11,24
1,2,7,7,2336,1,1,3,1,3,1700,11,11,24
0,5,7,7,2340,1,5,3,2,3,13570,11,19,19
0,4,9,10,2359,9,7,2,2,3,2600,11,11,25
0,2,7,7,2375,3,6,3,2,4,5000,13,11,26
1,5,7,7,2380,3,1,3,1,4,12000,1,16,20
0,3,5,6,2394,4,5,3,2,4,7000,11,11,25
0,1,10,10,2395,12,8,1,2,4,12416,11,11,19
0,3,7,7,2398,2,5,3,2,4,23918,11,19,18
0,2,3,7,2399,3,5,3,2,4,13000,11,11,17
0,2,9,9,2404,2,6,3,2,4,2142,11,11,28
1,3,5,5,2407,2,5,3,2,4,7700,11,11,21
0,1,4,10,2415,2,1,3,1,4,16064,11,11,27
0,1,8,8,2416,3,5,3,2,4,1700,11,11,31
1,1,8,9,2418,2,5,3,2,4,3000,11,11,25
1,2,7,8,2437,6,5,3,2,2,38000,11,11,30
1,2,7,9,2442,0,5,3,2,2,12000,3,11,27
0,1,5,6,2447,3,5,3,2,2,7198,11,11,19
0,2,6,6,2449,2,1,3,1,2,9204,11,11,20
1,2,7,7,2450,5,5,3,2,2,9204,11,11,19
1,2,5,5,2459,3,6,3,2,2,12652,11,11,20
1,5,10,10,2474,5,5,3,2,2,15160,11,11,18
1,1,7,7,2478,2,5,3,2,2,21000,11,11,23
1,3,6,6,2481,6,2,3,1,2,6093,11,11,16
0,2,5,7,2483,1,5,3,2,2,14000,11,11,24
1,1,8,8,2494,5,2,3,1,2,1290,11,11,28
0,1,7,7,2523,4,5,3,2,2,9604,11,11,18
0,3,8,8,2525,5,5,3,2,2,13460,11,11,15
0,2,7,7,2535,4,1,3,1,2,8571,11,11,20
0,2,6,8,2536,3,5,3,2,2,8571,11,11,16
0,1,8,8,2539,3,1,3,1,2,7080,11,11,23
1,1,6,8,2541,2,1,3,1,2,13500,3,11,24
1,3,8,9,2544,2,5,3,2,2,20000,3,11,26
0,1,8,8,2545,0,1,3,1,2,24000,11,11,17
1,3,6,8,2549,3,5,3,2,2,22000,11,11,27
1,1,8,8,2550,3,1,3,1,2,22000,3,11,26
1,1,5,6,2551,3,5,3,2,2,20000,3,11,27
0,1,6,6,2555,1,1,3,1,2,21048,11,11,22
1,1,6,7,2565,2,5,3,2,2,25000,11,11,29
0,2,7,8,2566,1,5,3,2,2,5500,11,11,25
1,2,6,6,2568,2,1,3,1,2,9084,11,11,27
1,2,7,7,2569,3,5,3,2,2,9084,11,11,25
0,1,7,7,2573,2,5,3,2,2,21712,11,11,24
1,2,8,8,2594,3,1,3,1,3,13000,11,11,16
1,2,4,6,2599,4,5,3,2,3,16000,11,11,25
1,1,6,6,2614,3,1,3,1,3,15000,1,11,23
1,1,6,7,2616,3,2,3,1,3,12000,11,11,24
1,3,7,7,2629,8,5,3,2,3,31056,11,11,16
0,1,10,10,2634,2,1,3,1,3,5552,1,11,25
1,1,5,5,2637,1,1,3,1,3,12500,3,11,31
0,3,6,6,2640,6,5,3,2,3,10482,11,11,16
1,1,7,8,2646,8,8,1,2,3,31000,11,11,28
0,4,6,5,2663,3,8,1,2,3,5000,11,11,17
1,3,8,8,2672,3,8,1,2,3,10620,11,11,20
0,3,8,8,2674,5,4,1,1,3,3869,11,11,19
0,1,3,3,2676,10,4,1,1,3,24,16,11,23
1,1,7,7,2679,7,8,1,2,3,5631,11,11,19
0,2,6,6,2693,7,4,1,1,3,14000,6,5,32
1,1,6,8,2698,10,8,1,2,3,4000,11,11,23
0,1,6,7,2702,8,4,1,1,3,5300,11,11,25
1,2,8,8,2703,8,4,1,1,3,2500,3,11,38
0,3,8,9,2705,7,8,1,2,3,3000,11,11,16
0,1,6,8,2724,1,1,3,1,3,22000,3,11,28
1,1,6,6,2728,3,1,3,1,3,13233,11,11,20
1,4,5,5,2729,2,5,3,2,3,8500,11,11,17
0,3,10,10,2741,2,1,3,1,3,14850,11,11,20
0,2,7,9,2742,1,5,3,2,3,14600,11,11,20
1,3,3,5,2745,2,1,3,1,3,32000,11,11,31
1,1,8,10,2746,1,5,3,2,3,14208,11,11,16
1,2,8,8,2748,2,5,3,2,3,13000,11,11,24
0,2,6,10,2770,10,7,2,2,3,9000,3,11,24
0,2,6,6,2771,10,7,2,2,3,9000,3,11,20
0,4,7,7,2779,3,1,3,1,3,17000,11,11,19
0,4,7,9,2781,4,5,3,2,3,1600,11,11,20
0,2,5,5,2795,16,7,2,2,3,5212,11,11,16
0,3,5,5,2803,2,3,2,1,3,13000,3,11,17
0,1,8,8,2809,3,5,3,2,3,22000,11,11,19
0,3,8,8,2813,4,1,3,1,3,17000,11,11,15
0,4,8,8,2817,1,5,3,2,3,6000,11,11,16
0,1,8,8,2866,5,1,3,1,1,12000,1,11,19
1,3,7,7,2877,4,6,3,2,1,19320,11,11,32
1,3,6,6,2885,2,5,3,2,1,4020,11,11,25
1,2,7,8,2896,3,1,3,1,1,50000,3,11,29
1,1,6,8,2902,2,5,3,2,3,60000,11,11,31
1,1,7,7,2908,3,5,3,2,3,53000,3,11,30
1,2,9,9,2936,2,5,3,2,1,34000,3,11,31
0,1,7,8,2941,2,1,3,1,1,75001,3,11,32
1,1,7,7,2948,5,5,3,2,1,33800,11,11,24
0,1,8,8,2949,5,5,3,2,1,33800,11,11,27
0,2,7,8,2962,5,1,3,1,1,30000,3,11,30
0,2,8,8,2965,4,4,1,1,1,4000,11,11,20
1,2,8,8,2980,1,1,3,1,1,47000,11,11,26
1,2,7,8,2984,3,1,3,1,1,60000,3,11,31
0,1,6,7,2996,3,1,3,1,1,35000,11,11,22
1,2,5,8,3036,0,5,3,2,1,26600,11,11,21
1,1,8,9,3037,6,1,3,1,1,36600,11,11,23
1,2,8,8,3041,1,6,3,2,1,5065,11,11,16
0,3,5,5,3046,1,7,2,2,1,6500,11,11,16
1,4,8,8,3051,5,5,3,2,1,6313,11,11,16
1,1,5,5,3057,3,5,3,2,1,5000,11,11,18
1,2,8,8,3069,7,7,2,2,1,13500,11,11,23
0,3,6,6,3075,2,7,2,2,1,5000,11,11,23
